Company,Review,Tag
Facebook,"Overall, it's an AWESOME experience.My friend referred me to and a recruiter reached out to me within a week on January 18th. They initially scheduled a phone screen on January 23rd but I was told I could skip the phone screen on January 22nd. They did not tell me the reason why but I'm very sure it's because of the strong internal referral from my ex-coworker who is also my good friend.The onsite interview was scheduled for January 30th. The onsite interview was five sessions - Two coding interviews, two career discussion + coding interviews and one system design interview.The system design interview was very interesting. This is my first time doing system design interviews because they are targeting me as E4. The interviewer asked me to design a domain-specific system but I didn't have any specific experience in that field. He was cool with that and he was able to make the question general enough so that I was able to build my solution and show off my system design skills. One master tips for system design interview was to do a mock interview with your friend. The Facebook recruiter also sent out useful information on how to prepare for system design interviews, which was also super helpful.If I have to name one thing I didn't like that much was two career discussion + coding session. It was a little bit too much since the career discussion part took almost 40 minutes so I end up speaking for 80 mins non-stop which was super tiring. Honestly, I think one career discussion + coding session is enough already. There is really no point to having two there. The 5 minutes coding was also a rush that there is no time for me to walk through my code. One of the interviewers said ""you don't have to explain to me"" when I was doing the coding part, which was a head-scratcher. I'm an interviewer as well and the big part of the technical interview is to expect candidates to communicate well.Two coding interviews went well. The first interviewer thought I did too quick and we end up solving three questions in one interview. I don't know if he suspected that I already saw the questions (which I did not) so he had to ask two additional questions. The second interviewer asked a relatively more complex question than the first interviewer but it was just a practical question so as long as you are comfortable with algorithms and data structures, you are good. They apparently were disallowed to ask brain teasers.I also got an additional exploratory chat that I requested with a manager from WhatsApp who walked me out of the MPK 12 building.My recruiter friend touched base with me three days later (February 2nd, Friday) and told me that my overall feedback looks good (sounds intentionally vague) and we are moving to the two approval meetings on next Monday and Tuesday. I was informed that my offer is approved on Tuesday afternoon.My recruiter friend then helped me to schedule calls with different teams' manager. I got very interested in talking with a director in Instagram which I'm a super fan of. After series of phone calls, my recruiter called again and spent an hour to help me get my questions answered. The discussion was very transparent and smooth. We also talked about a lot of topics including career development, team selection, and the offer competition process because by that time I also got an offer from Google.I actually made the final decision before the final offer numbers came out. Of course, I did not tell them my final decision until offer competition was finished because I want to get more if possible. The main factors that drove me to choose Facebook were ...1) The impact drove culture. Note that I do not think this culture would fit everyone but it should fit me very well because I am passionate about impacting and leading people around me. I'm kind of ambitious personality in terms of my career so impactful and competitive working environment is my catalyst.2) The ultimate flexibility of team mobility. Their boot camp program ensures that you are working in a team that you are happy with (at least for mid term) and you are encouraged to switch team if you are unhappy after a certain period of time. They also have a program called HackerMonth (I might misspell) that allows you to try to work in another team for a month every year.3) Great recruiting experience. Choosing between Google and Facebook was VERY hard and one of the factors that drove me towards Facebook was their recruiting experience. The recruiter was super engaging and extremely responsive. She even responded on Sunday night. Recruiting experience might highly depend on the specific recruiter you get, though.I'd definitely recommend engineers who are passionate to build to try Facebook. It's a unique experience that I felt so grateful to have.",Positive Experience
Facebook,"I applied online through the Facebook website and heard back from HR within 2 weeks. After speaking with the recruiter, we setup a phone interview with one of the engineers. The phone interview was about 20 minutes long and consisted of 2 questions which were algorithmic in nature, one of which was reversing a linked list. I heard back from them about a week later and we setup a time for an on-site interview. I was alotted $1000USD for travel expenses to travel from Toronto, ON to Palo Alto, CA. The on-site interview lasted 4 hours and was split up into 1 hour interviews with a different engineer. The questions were mostly abstract, and language independent. Content of the questions varied from riddles to database design. My impression of the first three engineers was good, they seemed like nice guys, and knowledgeable. The last interviewer came off as pretentious, I felt as though he wanted me to fail -- just my opinion!Overall, the office culture seemed relaxed and the problems they are solving there are interesting ones. I'd recommend interviewing with them if only for the chance to visit Palo Alto!",Positive Experience
Facebook,"First I got a phone interview, where I was asked a few background questions like previous experience. After this, I received an email for an on-site interview. After a brief tour of the campus in Palo Alto, I was brought to a room where a Senior Software Engineer interviewed me. I was asked a number of simple questions, and then one complex coding question.",Positive Experience
Facebook,"Short and concise. There were 3 rounds of interview: phone, technical, in-person. Overall a smooth process. Got asked a bunch of real scenario technical questions. Be prepared to demonstrate your thought process and critical thinking.",Positive Experience
Facebook,"I got contacted by a recruiter after attending a conference, but did not take further steps until GHC. At GHC, I met a Facebook engineer and showed interest in one of their products and got a 45 minute interview on the same day. After a few days, I received an invitation to join their on-site interview. It consists of three 45 minute interviews. I was asked two coding questions in the first one, a behavioral and an easy coding question in the second, and a coding question in the last. The questions were basic Leetcode ones.",Positive Experience
Facebook,"Interview process is well-organized and conveyed professionally. Be ready to be surprised by questions. Do your homework. For software engineers, try to dig a bit into how they do stuff at Facebook. There will be very specific questions they gonna ask. The difficulty is to be calm down and devote yourself to think about the questions. Don't try to recall some problems that you've resolved, it may waste your time.",Positive Experience
Facebook,"A recruiter has contacted me through linked-in, asked whether I'll be interested to work for them, then had a talk about why would I like to work for them and I replied: that I would like to work with the best engineers.Afterward I had a phone interview with some engineer, asked me to write binary search, when I finished, he asked me to write binary search on a shifted array (10 20 1 2 3 4). Wrote that and then asked me to find the offset (2) in log n. I guess I did that ok and then I was invited to onsite interview.",Positive Experience
Facebook,"FB is very efficient in hiring. The HR first sent some regular questions for me to answer, including the time to start working and so on, and then arranged the phone interview directly. On the same day of my phone interview, she arranged for onsite interviews. I was impressed with how efficient they are.",Positive Experience
Facebook,"1. HR interview - HR calls you and ask you questions about you and tell you about the process2. Phone screen - On a specific time you connect to a remote code panel, and code for around 35 min3. 4 interviews on-site - you have 3-4 Tech interviews and one Software Design (as a graduate you don't have this part)",Positive Experience
Facebook,"I was contacted by a Facebook recruiter to set up an interview, after having dropped my resume for the company at a tech conference. Had one technical phone interview that went well and was booked for another interview. The second interview was okay, but I was given a third phone interview and rejected afterwards.",Positive Experience
Facebook,"I applied online and was given a call within a week. We scheduled the interview, and it was a technical question. i'm still under nda so i can't reveal specifics. Definitely brush up on cracking the coding interview problems. The first couple chapters of problems (5th ed) are relevant.",Positive Experience
Facebook,"A recruiter contacted me after a mutual friend gave them my resume. They were aware that I had a pending offer that I had to make a decision on, and were very good about moving the process along as quickly as possible.I lived nearby, so I did two on-site interviews initially. After completely bombing one of them but doing well on the other I was brought in a little bit later for the full interview. I had about 5 people interview me. Afterwards they were still unsure so I had a couple phone interviews/conversations.The recruiter did a great job of keeping me up-to-date about what was happening, was very honest with me, and was able to rush to get me an offer (which was especially nice because it was almost Christmas at the time)",Positive Experience
Facebook,"Interviewed as a new grad. There's a two-part phone interview, then a in-house interview @ their Menlo Park HQ, and then follow-up interviews if necessary. They also need your references to check.",Positive Experience
Facebook,Process took 3+ weeks. 2 phone interviews. The first was mostly about my experience and projects I've worked on. The second was about data structures and algorithms - they had me use a Google Docs to write code. Interviewers was very friendly and helpful.,Positive Experience
Facebook,"I am an experienced engineer. My phone interview was pretty standard. I got through 2 coding questions, and had a great chat with the interviewer. I was called onsite shortly.Onsite I had 5 modules. 3 ""ninja modules"", which are coding based, 1 ""jedi module"" which is behavioral/resume/experience and a small coding problem, and 1 ""pirate module"", which is system design. I've done interviews with Google and LinkedIn as well (and got offers from both), and the coding problems at Facebook were actually the simplest. I smashed all the coding interviews. The Jedi interview was pretty good too.The place where I failed was the pirate module. If you are interviewing with FB, I cannot stress enough that you really really need to prep system design. I actually failed my design interview spectacularly (they asked me to design a popular feature on FB). But based on my other performances, they decided to call me back the next week for another system design interview. Well, I failed that one too, LOL. Yes, apparently I was that bad at system design.It is strange, because at Google I was specifically told that the system design interview was used to ""slot"" a software engineer only (senior, staff, etc.). i.e. it was not a dealbreaker. For FB, apparently it is a dealbreaker. Personally I think every one has certain strengths and weaknesses. I readily admit that my weakness is system design. My strength is algorithms and coding, and I've actually done pretty well in competitive programming as well. But FB really would prefer to see someone who knows a decent amount about everything, rather than be really good at one thing (algorithms and coding) and not great at another (system design).As far as the interviewers go, they were an amazing bunch. Even when I was bombing the system design module, the interviewer was very respectful, encouraging, and friendly. I walked away with a very positive experience. Everyone was excited to be working there, and I can see that it is a terrific place!If you are interviewing there, my advice is to really read up on many many open source architectures, and thoroughly understand system design. If you clear that module, you will almost certainly get in, the other stuff isn't hard at all.",Positive Experience
Facebook,"One of my friends refers me. Then, I appeared one screening interviews.Interviews with algorithm, data structure.No behaviour question.No additional question, just coding.After coding, will ask you how to improve the performance, or do you have another way to implement it.",Positive Experience
Facebook,The first step was a 45 minutes interview with one coding exercise and talk about my motivations and projects done so far. Then the onsite interview had three sessions of average difficulty about my technical skills.,Positive Experience
Facebook,"Recruiter was helpful and accommodative to timing requests. Gave good overall description and expectations about interview process. Interview questions were not that difficult as imagined; however they apparently look for people who can code the most efficient solution at first go; which sometimes a game of luck. Interviewer was smart and polite; asking ""logical"" questions rather than trying to show off or stump the candidate sort of questions.",Positive Experience
Facebook,"I was reached by a Facebook recruiter through referral program. The recruiter was very quick, and I was phone interviewed in next couple of days. The coding question is not difficult, but has to be bug free for all coding questions. I answered two coding questions, and the last question had a followup question. The followup question is a bit difficult, so I messed up with some coding details.",Positive Experience
Facebook,"1. Initial Skype call: self-introduction, information on study program progress, expected date of graduation2. Technical Phone Screen: 45 minutes total, 15 minutes of behavioral questions (what was the biggest challenge you've encountered within your last position"", 30 minutes of coding",Positive Experience
Facebook,"on campus at Menlo Park, which is called Facebook University Day. 45min technical interview, code on white board. After that we had a wonderful tour of Facebook Campus and had a lunch. The ice-cream was super good! After that, Facebook Engineers made presentations and lectures about how it feels to work at Facebook.",Positive Experience
Facebook,"Very technical questions. Be sure to review your data structures, sorting algorithms, and syntax without a reference. They don't care much about syntax, but it might trip you up during whiteboarding. They were extremely friendly, put you up in a hotel and take good care of you during the interview. I think there were many opportunities to ask questions and learn more about the specific problems they're trying to solve.",Positive Experience
Facebook,"Sent in my resume and got a recruiter e-mail 2 days later.Had 2 initial on-site intervies in Seattle, then a full loop (4 interviews) in California, and 1 final interview.On my full loop one interviewer felt like I didn't do as well on the coding question and they asked me to do 1 more interview.Overall the recruiter kept in touch with me throughout the process.",Positive Experience
Facebook,"Had a phone interview. Interviewer was very friendly and explained her work at Facebook. She asked for my introduction, then proceeded to a coding question.Advice: Definitely go over glass door questions and be able to do other variations of the problems here.",Positive Experience
Facebook,"Overall interview process was fantastic! Loved it though I did not get the offer.Sourcing Recruiter contacted me on Linkedin when I was not looking. After 6 month or so I contacted same recruiter. I got prompt response from this point till the end.I went through 1st technical round of interview onsite as I was local to their HQ. They prefer onsite though one can choose phone interview. For me onsite worked out well.Nearly 1-hour interview with one person. Two programming questions one on link list and other on BST. For each involved finding the solution (easy to optimal) and then write code optimal solution. I did this pretty well as I had prepared for data structures and algos.They immediately called me for full day onsite interview. Again I prepared lot on data structures, algorithms and related problem solving. And boom..that was my mistake. I forgot to focus on system side (locking, synchronization, deadlock) in detail. 5 interviewers, 45 min each. No on asked on data structures/algo. Two interviewers asked on locking related question, 1 design, 1 manager and last guy did combo of everything. Mostly I screwed up on locking related questions as I took many hint and long time... sigh..Everyone was professional. Communication was prompt and fast!",Positive Experience
Facebook,"A phone interview, simply ask some question about resume and then ask coding question. They sent a link to you and use the link to coding. Just one question, the question is typed by them in the link.",Positive Experience
Facebook,"The process was very nice. I met with an engineer at my school's career fair and handed them my resume. After two days, I got an email from a recruiter telling me that they wanted to set me up with an interview on my campus. They also invited me to a dinner with the other students that they got in touch with, which was nice. The interview at my school was a 45-minute interview where they asked me one technical question. It went well and the interviewer was very nice.After that interview, I heard back within two days that they wanted to move forward. I was then able to schedule an interview on-site at their office in Menlo Park. When it was time, they flew me out to Menlo Park for Facebook University Day. I had one 45-minute interview in the morning, followed by a full day of getting to see what Facebook had to offer, including a tour of the office.The on-site interview was the final stage of the process for interns. They sent me their final decision within a week.",Positive Experience
Google,I applied through an employee referral. And then I was contacted by HR to schedule 2 back to back phone interviews. This process took 2 weeks. The interviewers were pretty nice. Not many question about resume and other stuffs were asked and most of the time I was required to do algorithm questions. Here I give the hardest question in the interview.,Positive Experience
Google,"First I had to complete a short survey about my skills and experience, as well as a small coding sample. I was given one hour to complete the coding sample. There were two questions, with the first being relatively simple and the second being a bit more challenging. I managed to do well enough to get a phone interview where I was asked to program solutions to a few problems. Unfortunately, I did was not able to advance to the next interview stage.",Positive Experience
Google,"Interviewers were super nice, gave extremely helpful hints during the interview.. the questions weren't hard but anything's definitely a lot harder when you're doing it on a Google Doc. I accidentally hanged up on my interviewer which I was extremely embarrassed about, but it went better than I expected all things considered",Positive Experience
Google,"Within a week after i applied online, first, i was invited to complete a code challenge. Two questions, first one is easy, second one is very hard, I didn't finish but i passed it.",Positive Experience
Google,"Google's hiring bars in India are ridiculously unreasonable and competition is high. It may be advisable to apply to Google USA only! Most engineers in Google, Bangalore do what I have been doing for 4-5 years, yet none of their interviews were focused on my past projects. Apparently, Google claims that they look at the candidate's thought process, it's wasn't so in my case! I got 2 questions partially correct and *I think* I did well in all others in 5 interviews and still got rejected. The feedback from the recruiter was that a ""a couple of interviews went well but a couple others didn't go so well""Insider story is that every interviewer gives you a score1- no hire2- no hire, but unsure3- hire, but unsure4- hireYou must get an average score > 3.5 for the local hiring committee to approve your application. I think mine got scraped at the local level itself.Overall, the interview experience was positive. I had a couple of easy phone screens and they provided to and fro tickets to Bangalore, accommodation and local transport. The pace of the interviews was comfortable, there was free lunch and everyone was on time.My recruiter was very unprofessional. She didn't get back to me until 1.5 months after the interview was done. I must have sent her 6 follow up emails and she didn't bother responding to any one of them. A short note asking me to wait for some more time would have been very helpful. A rule of thumb is if the recruiter isn't calling back and checking up if you have an offer at hand etc., they are not that interested in you.Note that references from engineers working in Google matter a lot. Google also does a background check if you have peers inside and you cannot lie - I was asked if I had worked with certain people already in the company. I had a nasty ex-colleague in Google who because of team dynamics was pitched as my competition (I know, petty politics!). If you have such a case, don't write his/her name. Google will trust their employees over you. It's important that you think it through and then provide references.",Positive Experience
Google,"Pretty straight forward, no intro, we had a few laughs going to the interview room and started with questions, the interviewer were so kind, he did not make me feel uncomfortable or like he was in a hurry.",Positive Experience
Google,"Phone call with recruiter, technical phone screen a few days after, then onsite interview. Onsite lasted 6 hours: 5 interviews and lunch. Questions were all over the board, and I was expected to have high quality code, well structured, and well tested. Questions required a lot of thought and critical analysis, less need for advanced data structures, outside of HashMaps and Heaps.",Positive Experience
Google,5 interviews one after another and a lunch in the middle.The questions were quite standard except the one.People were extremely polite and attentive. I truly enjoyed having an interview with them.Even they turned me down.,Positive Experience
Google,"Had a phone interview organized by applying online. Had a phone screen, which involved writing code using Google docs. The process involved going through two interviews on the phone of forty five min each. The interviewer called, asked general stuff about what I had done before and why I wanted to join Google. Gave a brief background, mentioned the projects I had done. Talked about the courses I had taken and how they would useful at Google. Went straight into the coding from there.",Positive Experience
Google,"On site interviews consisted of 4 45 minute interviews and an hour lunch. The entire flight, hotel, and other expenses were all paid for. The interviews questions were quite difficult, but not so difficult that I could not see any way to solve them. Unfortunately I got thrown off by one of the first questions, which sort of put me in a bit of a stink for the rest of them.",Positive Experience
Google,"I applied online. and then finished the online assessment. After 2 weeks, I got a phone interview. The recruiter asked me 1 questions about the parsing trees and then let me asked some questions about the position and the company.",Positive Experience
Google,1 Phone Interview 1 On-SiteFirst round was a normal phone interview with a couple of Data structure questions.On site involved graph and dynamic programming and trees(basic) the graph was difficult to solve I mean I took the entire time to get the approach.Dynamic Programming was ok.Tree was easy.Total 4 back-back rounds for on site,Positive Experience
Google,"Inside referral, contacted me in 2 weeks, arranged the interview 4 weeks from then. Very efficient. 3 interviews, 45 mins each. ALL nice person! The third one doesn't talk much. But the questions in third one are not the hardest, leetcode medium level, I think. The first one questions are easy (leetcode as reference). You can ask them questions not related to the interview. Very positive experience! Thanks, google and glassdoor!",Positive Experience
Google,One phone screening which started with introduction yourself and then 10 questions about data structure. One online interview which had two coding questions. One was a sorting problem and the other was asking the theory of finding a G.C.D. of tow numbers.,Positive Experience
Google,"1 hour OA, 2 online code challenges.2 rounds phone interview, each round has 1 hour and 2 code challenges.5 round onsite, 2 code challenges for each round. All the code is written on the whiteboard without any IDE or even editor.",Positive Experience
Google,"The process starts with a recruiter who asks basic technical objective questions. They are only looking for certain keywords. They ask 5-10 questions, and then a few ""bonus"" questions. If that goes well, then there is a fairly technical follow-up phone interview. Once you clear that, you're called onsite for 4-5 hours of interviews: 4-5 interviews of an hour or less.",Positive Experience
Google,"Applied through a friend that works in Google. A recruiter called me and was with me through the process. Started with one interview that I passed, then got called for a full interview day with 4 interviews one after the other (with lunch break in the middle).",Positive Experience
Google,"Contacted by a recruiter on Linkedin. I passed two phone interviews, then was invited to an onsite interview at Zurich. All of them are technical interviews. Google will ask you very tough questions. I got rejected after two weeks. No details is given regarding the feedback. I can only try to re-apply after one year.",Positive Experience
Google,"A Google recruiter called me a few months back about having me apply for a Software Engineer position at their New York office. I was already employed in a good job at the time, so I was in two minds about exploring new opportunities. They set up a meeting for me with one of their engineers to clear any doubts or questions I may have about working at Google. This really helped with my decision to interview there, and I indicated to the recruiter that I would like to go ahead and interview with them. An on-site interview was scheduled within three weeks.The interviews started at 10:00AM at the Google offices in Manhattan (since I live in the area, I didn't need to travel, etc.), and were over by 3:00PM. There were 1-on-1 interviews by five of their engineers, each lasted about 45 minutes. One hour was set aside for lunch at the Google cafeteria (where all of the food is free and awesome), and one of their engineers was assigned as my ""host"" at the lunch to answer any questions I may have about life at Google. He also gave me a tour of their offices (which is very cool).All of the interviews were conducted in an ""interview room"" at the Google offices, which is a small meeting room consisting of a single (small) round table and a couple of chairs, a whiteboard and writing supplies. The interviewers (promptly) came to the room at their scheduled times and conducted their interviews for their 45 minutes, or until the next interviewer had arrived outside. Each of the interviews consisted of one or two math or algorithm problems. I was expected to first describe my general approach to the solution. After the interviewer was satisfied with the general approach, I was asked to write code on the whiteboard. I could use any programming language of my choice. I chose Java in almost all questions, and it seemed that most of the interviewers did their day-to-day work in C++. In any case, about half of the time was spent in the back and forth with the interviewer in coming up with the general approach to the problem -- I would come up with an approach, and the interviewer would point about certain cases that didn't work (or other conditions that needed to be met). The other half of the time was spent in planning and writing out the code on the whiteboard.Despite my background in research, none of the questions pertained to my background and experience. The questions were all designed to gauge fundamental problem-solving and algorithms expertise. It seemed like the interview questions were devised completely independently of my resume/background.Finally, during the last 15 minutes (2:45PM-3:00PM), I had a short ""debrief"" session with the HR guy, who gave me the opportunity to ask him any final questions I may have had, and to give him a little feedback about my experience that day. Overall it was a good interview experience -- very professional, all interviewers were well-prepared, punctual and respectful.",Positive Experience
Google,"Its a full-day new grad onsite interview, four interviews were arranged two in morning and two in afternoon. Stuff accompanied you with free lunch in Google. All were so good and comfortable.",Positive Experience
Google,"Two rounds of interviews.1. (a) be asked some backgrounds and presented previous work. (b) given a sorted array, find two elements whose sum equals to a given value.2. Implement the iterable interface for a collection of arraylists.",Positive Experience
Google,"I applied through an online application. The process took 3 weeks. They ask me to complete coding sample problems which requires me to solve two problems in limited time. I think it was an hour, 30 minutes for each problem. Then I did an on-campus interview. It was 2 rounds and 45 minutes for each.",Positive Experience
Google,"this interview is a phone interview, and tackle something related to palindrome string, its a little bit hard, but the entire process was comfortable and give me a sense of good. I recommend for this company. the interviewer is kindness and speak clearly",Positive Experience
Google,"Was good process, just make sure you know your programming concepts for the language you choose for the technical interview. It's not an ideal way to discuss a coding problem over Google docs, but that comes with experience in discussing code.",Positive Experience
Google,"Applied at my university and went through the standard process of background and behavioral phone interviews, coding challenges, and finally on-site interview which I was flown out for. The problems were interesting and challenging, with only one of the 4 on-site interview questions being just slightly what I could consider ""unfair"" but perhaps only because of the way in which the question was worded to me. Overall, the interview and application process was great despite my rejection.",Positive Experience
Google,"Only have one phone screen technical interview and then onsite interview. I only have three interviews onsite. One wass in the morning, then two in the afternoon. They also would arrange two persons bring you to their food center. The food there is so nice. The process was easy and fast.",Positive Experience
Google,"Phone interview with and without online coding followed by a four-part in person interview with four different employees. In person questions involved writing code, either on a whiteboard or a laptop, in a language of your choosing (I used python).",Positive Experience
Google,"The HR was very nice, first a simple hangouts talk about the process, than one algorithmic screening, again by hangouts. Afterwards flown to Zurich and 5 more interviews, much harder then the phone one, 4 algorithmic and 1 about system design. Overall happy with the process, quick and nice.",Positive Experience
Google,"I was contacted after submitting an application on the company website. I went through two phone interviews, both of which were average in difficulty. However, a week after I completed the interviews, my recruiter emailed me saying that they wanted one more interview. This last one was easier than the first two, but it appears that I didn't answer the questions satisfactorily because I received a call the next day saying I wouldn't be moving on.",Positive Experience
Google,"Phone interview. 2 questions, quite simple. Print every tree paths from root to leaf. Just use recursion way to do that. And the second one is to print good number.",Positive Experience
Google,"Very smooth. Two interviews, easy questions, the interviewers were friendly. I managed to solve the questions in the given time and thought it went fine but did not get an offer. However, the interviews were enjoyable and would interview again.",Positive Experience
Google,"First, I applied online on google career website. About 1 week later, I received an online assessment email. Then did it within one hour( solved first problem, there is not enough time for me to do the second). Then a week later, phone interview (coding algorithms) leetcode. Since I didn't perform well in the phone interview, I was declined one week after that.",Positive Experience
Google,"First Interview, the interviewer was pretty nice, first talked about one of my android project and then gave me 2 technique question. I cannot solve the second question, so i was rejected.2 questions:1. Best Time To Sell Stock 2 on Leetcode2. follow up:Â Â Â same as question 1, but with 1 restriction: after you sell your stock, you cannot buy stock on next day. now what is the max profit.",Positive Experience
Google,"Two phone screen interviews with different teams in London. First one went well, the interviewer was very polite and interested on my current job. We had a very pleasant conversion.Second round instead went bad, Interviewer was really less friendly and I became nervous, so I stuck on second question that, to be honest, not was so difficult.I'll retry next year.",Positive Experience
Google,"Interned at Google the summer before. Loved the place. The team seemed to like me. Am graduating. Well, let's do interviews!I contacted my intern recruiter asking for a full-time job opportunity, and s/he quickly referred me to the recruiter responsible for that. Since I was a former intern my phone screen was waived (had two 45-minute screens when applying for internship), and my former intern host was asked to provide a feedback. I was asked to do a job talk (as a PhD) followed by 4 rounds of interviews, 2 research and 2 engineering.The job talk was 45-minutes followed by 15 minute questions. I was basically talking about what I did during the graduate school years, so it was quite pleasant and I was excited to see people interested in my work. After that it was a casual lunch with my intern host, so I devoted every minute enjoying the food.The two research interviews were conducted by people familiar with the field, and had challenging questions on the overall understanding. I found it very exciting as both of us would get involved into discussion about the state-of-the-art. A little coding and math details were asked, but mainly about research ideas.The two coding interviews were very standard - I did not get those very difficult questions like ""implement sudoku in 30 mins"" that someone allegedly encountered. The interviewer was constantly copying my whiteboard writings down, which created a little down time. I asked the interviewer and s/he said it was recently required and no worries. I guess if this could be disclosed by the recruiter earlier it would be better.After the interviews the recruiter followed up promptly, with accurate estimates of when I would get updates. The hiring committee approved the application in a week, followed by the final offer a few days later.Overall it is a nice experience and Google apparently provides great opportunities.",Positive Experience
Google,"I was referred by a friend. They flew me across the country to the office I was interested in and I got the standard sort of interview questions you've heard all about by now. The office seemed really nice, although not as over the top as the Mountain View one. My interviewers seemed smart and interested. They did a great job of making sure everything went smoothly. I heard back quickly saying I'd missed it by a hair :(.",Positive Experience
Google,"The process was very straight forward. My application was received and I got a call from a member of the staffing team to go over the interview process and set up a time for the phone screen. After the phone screen, you can move on to in-person interviews. If you do well enough on those, you go to the hiring committee.Overall, it was a great experience! Even though I didn't get hired, I'll be back for another try. You'll learn a lot, even if you don't get hired.Biggest tip: practice whiteboard coding and do a mock interview, even if you just have a friend help you. Time and space are very different when coding on a white board.",Positive Experience
Google,"The interview consisted of 2 45 minute technical phone interviews. The first consisted entirely of a coding problem. The second included a short description of yourself, data structure questions, a smaller coding problem, and a description of a project you did. The coding questions were answered on a google doc.",Positive Experience
Google,"A discussion with the recruiter about general knowledge from the computer science field and then a phone interview first with a recruiter from a random office. The general discussion with the recruiter takes 1 hour, the phone interview around 1 hour as well. The phone interview consisted in 2 problems, one easier the other one more difficult.",Positive Experience
Google,"I've got one phone interview, now in the process of doing on-site. The interviewer was pretty nice, he asked me to type up code for a fairly simple question in Google docs.",Positive Experience
Google,People from google came to my campus and we were instructed to submit our resumes to their site. Was contacted shortly after by a recruiter and she told me to fill some information online and that she would forward my information to another person.After that I got contacted by another person that basically just gave me some information regarding the interviews and then forwarded the information to another person that was in charge of scheduling my interview.The day of my interview the person that was interviewing me called about 15min late and the interview took around 45min.,Positive Experience
Google,"After CV screening, had a coding online test (with 2 problems to solve - difficulty: medium) and 2x 45min technicall phone interviews. During the interview, the problems were easier than expected, but they did ask for some specific questions about the language I had chosen to be interviewed in.",Positive Experience
Google,"This is an Online Assessment interview, two coding problems are given to you to solve. You will first have a sample question to let you familiar with the system and a walk through of the system. Then you can see the two problems and try to solve them.",Positive Experience
Google,"The interview process at Google is clearly defined by the recruiter you are working with. I applied via the website following the instructions they have listed and received an email from a recruiter within 24 hours. The recruiter will give you technical resources to review for the interview questions. My first attempt I went through all rounds but did not get extend an offer. I spent most of my effort preparing by searching the web for questions people were asked in the past and reviewing basic concepts. Apparently I did well enough for them to call me a year later and ask me to interview again. This time i prepared by reading the recommend Algorithm Design Manual and doing as many practice questions as possible on a white board. I used the practice questions from Cracking the Coding Interview and Programming Interviews Exposed. My advice would be to postpone the in person interviews to give yourself plenty of time to prepare. Your gut reaction is to do it ASAP, but trust me you need the extra time to go over all the material. I gave myself two weeks to prepare and it worked.",Positive Experience
Google,"Things move quickly around here. At Internet speed. That means we have to be nimble, both in how we work and how we hire. We look for people who are great at lots of things, love big challenges and welcome big changes. We canâ€™t have too many specialists in just one particular area. Weâ€™re looking for people who are good for Googleâ€”and not just for right now, but for the long term.",Positive Experience
Google,"First there was a RH interview, asked basic questions to assess my English levels and general technical knowledge. Afterwards there was the technical interview, by hangouts and using a google drive document. Questions were written in the document and you have to write code there. You had between 10 minutes to half an hour to each question.",Positive Experience
Google,"The recruiter who contacted me was very helpful. She described me how the interview would be, what to expect, what not to expect, what are the interviewers looking for pretty well without a single hint of any question. She did her job well.The interviewers were very kind, helpful and nice. They asked very smart , algorithms based questions. No tricky questions. They had a positive attitude and they wrote down every single word I spoke or wrote on the whiteboard. I didn't make it, but had a nice experience at Google. By the way, I had an awesome lunch in one of their cafeterias too! All in all, good experience!",Positive Experience
Google,"Steps for me were:Applied onlineOnline assessment, 2 questions of easy and medium difficulty, passed both completely with ~20 minutes extraShort talk with recruiterOn-site with 5 engineers, ~45 minutes each. Generally were not particularly easy, and testing was very through with no overlaps with previous content. Did not instantly get most of the problems but always arrived at optimal solution given assistance. Definitely use your interviewer as a resource and pick up on their hints - they are not there to intimidate you! They were all engineers of different backgrounds, and I got to geek out REALLY hard with one of the engineers on uncommon c++ STL stuff in the middle of the problem, he was definitely my favorite.Offer in a few weeks, expedited due to competing offer deadline.",Positive Experience
Google,I first had one call from the recruiter briefly looking through my resume and explaining the interview process. A few weeks later I had the technical interview. Unfortunately didn't go through to the next step but learned a lot by doing the interview.,Positive Experience
Google,"applied through referral, the process takes 3months, first step is an online coding assessment, next is two round on-campus interview and 4 round on-site interview. The on-site interview includes a round of lunch",Positive Experience
Google,"Phone screen, I applied online for the position and the very next week a recruiter emailed me to set up an interview. An interview was set up 4 or 5 days later.",Positive Experience
Google,"right to the point, there is no ""talk about yourself"" just a feel technical questions related about the position. I applied online and get response the next day. I didn't get the job and they just tale you right away that you are not qualifying for this position.",Positive Experience
Google,The process was good. Interviewee helpful and clearly support my answer. And I was little bit nervous and our communication was good. It was my very first interview and Google is pretty nice.,Positive Experience
Google,"First applied online and then came the OA. It took about 1 month to hear back from the recruiter, then I had a phone screen with a staff engineer. Overall it was a good interview and interviewer is very helpful.",Positive Experience
Google,I only had two phone interviews. First one was fairly easy: What is the time complexity of quick sort? Inserting into a binary tree? The second one was a coding problem.,Positive Experience
